TIME_PERIOD,INDEX_TYPE,COICOP_1999,TYPE_OF_TRANSFORMATION,COUNTRY,FREQUENCY,IFS_FLAG,COMMON_REFERENCE_PERIOD,OVERLAP,SCALE,ACCESS_SHARING_LEVEL,SECURITY_CLASSIFICATION,value
2024-M11,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,110.0
2024-M12,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,110.7
2025-M01,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,111.2
2025-M02,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,110.8
2025-M03,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,111.1
2025-M04,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,111.5
2025-M05,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,111.8
2025-M06,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,111.7
2025-M07,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,111.9
2025-M08,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,112.1
2025-M09,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,112.0
2025-M10,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,112.8
